sheet,character_id,name,yang_atk,yang_def,yin_atk,yin_def,speed,barrier_count,weak_text,resist_text,skill_rate,skill_text,skill_effects,boost_text,boost_effects
周擂台2,1039,泄矢诹访子,7140,9240,9240,4998,5565,7,水木星,火金,50.0,己方全体会心攻击上升5等级 (1回合),"[[1, 8, 2, 1, 5, 50]]",自身阴攻上升2等级 (1回合),"[[1, 3, 1, 1, 2]]"
周擂台2,1040,河城荷取(1040),7140,9240,9240,4998,5040,7,木土星,日金,100.0,己方全体受到来自追踪弹的伤害下降65% (1回合),"[[12, 11, 2, 1, 65, 100]]",无,[]
周擂台2,1042,因幡帝(1042),7140,9240,9240,4998,3885,7,日金土,月火,30.0,己方全体结界回复2枚,"[[4, 0, 2, 1, 2, 30]]",无,[]
周擂台2,1043,宇佐见堇子(1043),7140,20328,9240,10290,3885,4,日火水,月木,100.0,己方全体受到来自通常弹的伤害下降65% (1回合),"[[12, 1, 2, 1, 65, 100]]",无,[]
周擂台2,1044,射命丸文(1044),7140,9240,9240,4998,3885,7,金土星,日木,50.0,对敌方全体附加2枚结界异常「冻结」 (2回合),"[[6, 2, 4, 2, 2, 50]]",己方全体回避上升2等级 (1回合),"[[1, 7, 2, 1, 2]]"
周擂台2,1045,姬海棠果(1045),7140,9240,9240,4998,5565,7,日火金,水木,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台2,1046,犬走椛(1046),7140,9240,9240,4998,5040,7,月木金,水星,50.0,己方全体结界异常回复2枚,[],自身仇恨值上升2等级 (1回合),[]
周擂台2,1047,坂田合欢(1047),7140,20328,9240,10290,5565,4,日水土,月木,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,1048,伊吹萃香(1048),7140,9240,9240,4998,5565,7,月火星,日土,50.0,敌方全体阳防下降5等级 (1回合),"[[2, 2, 4, 1, 5, 50]]",无,[]
周擂台2,1049,星熊勇仪(1049),7140,9240,9240,4998,5565,7,日火木,月土,100.0,己方全体受到来自镭射弹的伤害下降65% (1回合),"[[12, 2, 2, 1, 65, 100]]",无,[]
周擂台2,1050,古明地觉(1050),7140,9240,9240,4998,3885,7,日火金,月土,50.0,敌方全体阳攻下降5等级 (1回合),"[[2, 1, 4, 1, 5, 50]]",无,[]
周擂台2,1051,古明地恋(1051),7140,20328,9240,10290,5040,4,日水木,月火,100.0,己方全体受到来自体术弹的伤害下降65% (1回合),"[[12, 3, 2, 1, 65, 100]]",无,[]
周擂台2,1054,小野塚小町(1054),7140,9240,9240,4998,5565,7,日木土,月金,50.0,敌方全体会心回避下降5等级 (1回合),"[[2, 7, 4, 1, 5, 50]]",自身命中上升2等级 (1回合),"[[1, 6, 1, 1, 2]]"
周擂台2,1056,赫卡提亚·拉碧斯拉祖利(1056),7140,9240,9240,4998,5565,7,日月木,金土,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台2,1057,纯狐(1057),7140,20328,9240,10290,3885,4,月水金,火木,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,1058,克劳恩皮丝(1058),7140,9240,9240,4998,5565,7,日火水,月木,100.0,己方全体受到来自斩击弹的伤害下降65% (1回合),"[[12, 4, 2, 1, 65, 100]]",无,[]
周擂台2,1059,秋静叶(1059),7140,9240,9240,4998,5565,7,月火星,日土,100.0,己方全体受到来自火属性的伤害下降50% (1回合),"[[13, 3, 2, 1, 50, 100]]",无,[]
周擂台2,1060,秋穰子(1060),7140,20328,9240,10290,5565,4,日火水,木土,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台2,1061,键山雏(1061),7140,9240,9240,4998,5565,7,月水星,木土,100.0,己方全体受到来自金属性的伤害下降50% (1回合),"[[13, 6, 2, 1, 50, 100]]",无,[]
周擂台2,1062,露娜萨·普莉兹姆利巴(1062),7140,9240,9240,4998,5040,7,月金星,日土,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,1063,梅露兰·普莉兹姆利巴(1063),7140,9240,9240,4998,3885,7,月火水,土星,30.0,己方全体体力回复15%,[],无,[]
周擂台2,1064,莉莉卡·普莉兹姆利巴(1064),7140,20328,9240,10290,5040,4,日木土,月火,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台2,1065,依神女苑(1065),7140,9240,9240,4998,3885,7,日水金,月木,50.0,己方全体阴防上升5等级 (1回合),"[[1, 4, 2, 1, 5, 50]]",自身回避上升2等级 (1回合),"[[1, 7, 1, 1, 2]]"
周擂台2,1066,依神紫苑(1066),7140,9240,9240,4998,5565,7,火金星,日水,100.0,己方全体受到来自流体弹的伤害下降65% (1回合),"[[12, 6, 2, 1, 65, 100]]",无,[]
周擂台2,1067,九十九弁弁(1067),7140,9240,9240,4998,5565,7,月金星,日土,50.0,己方全体阴攻上升5等级 (1回合),"[[1, 3, 2, 1, 5, 50]]",无,[]
周擂台2,1068,九十九八桥(1068),7140,20328,9240,10290,3885,4,日火金,月水,100.0,己方全体受到来自能量弹的伤害下降65% (1回合),"[[12, 7, 2, 1, 65, 100]]",无,[]
周擂台2,1069,摩多罗隐岐奈(1069),7140,9240,9240,4998,3885,7,日木土,月火,50.0,己方全体会心防御上升5等级 (1回合),[],无,[]
周擂台2,1072,上白泽慧音(1072),7140,9240,9240,4998,3885,7,月水木,火金,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,1073,露米娅(1073),7140,9240,9240,4998,5565,7,月土星,日金,30.0,己方全体结界回复2枚,"[[4, 0, 2, 1, 2, 30]]",无,[]
周擂台2,1074,寅丸星(1074),7140,20328,9240,10290,3885,4,月火木,土星,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台2,1075,村纱水蜜(1075),7140,9240,9240,4998,3885,7,月火土,金星,50.0,对敌方全体附加2枚结界异常「感电」 (2回合),"[[6, 3, 4, 2, 2, 50]]",无,[]
周擂台2,1076,多多良小伞(1076),7140,9240,9240,4998,5565,7,月木土,金星,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台2,1080,哆来咪·苏伊特(1080),7140,9240,9240,4998,5565,7,日木土,月火,50.0,敌方全体阴防下降5等级 (1回合),"[[2, 4, 4, 1, 5, 50]]",自身阴攻上升2等级 (1回合),"[[1, 3, 1, 1, 2]]"
周擂台2,1081,稀神探女(1081),7140,20328,9240,10290,5040,4,月木星,火金,100.0,己方全体受到来自光弹的伤害下降65% (1回合),"[[12, 9, 2, 1, 65, 100]]",无,[]
周擂台2,1082,二岩猯藏(1082),7140,9240,9240,4998,5565,7,月木星,火土,50.0,敌方全体阴攻下降5等级 (1回合),"[[2, 3, 4, 1, 5, 50]]",己方全体回避上升2等级 (1回合),"[[1, 7, 2, 1, 2]]"
周擂台2,1083,高丽野阿吽(1083),7140,9240,9240,4998,3885,7,月木金,火土,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,1084,风见幽香(1084),7140,20328,9240,10290,3885,4,日火金,月水,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,1085,霍青娥(1085),7140,9240,9240,4998,5565,7,月土星,日金,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台2,1086,宫古芳香(1086),7140,9240,9240,4998,5565,7,日水土,月金,100.0,敌方全体会心攻击下降5等级 (1回合),"[[2, 8, 4, 1, 5, 100]]",无,[]
周擂台2,1087,秦心(1087),7140,20328,9240,10290,5565,4,日水木,月火,100.0,己方全体受到来自追踪弹的伤害下降65% (1回合),"[[12, 11, 2, 1, 65, 100]]",无,[]
周擂台2,1088,蕾蒂·霍瓦特洛克(1088),7140,9240,9240,4998,5565,7,月水土,金星,100.0,己方全体受到来自水属性的伤害下降50% (1回合),"[[13, 4, 2, 1, 50, 100]]",无,[]
周擂台2,1089,比那名居天子(1089),7140,9240,9240,4998,3885,7,火木土,日金,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台2,1091,丰聪耳神子(1091),7140,9240,9240,4998,3885,7,月水土,金星,100.0,己方全体受到来自木属性的伤害下降50% (1回合),"[[13, 5, 2, 1, 50, 100]]",自身命中上升2等级 (1回合),"[[1, 6, 1, 1, 2]]"
周擂台2,2002,雾雨魔理沙(2002),7140,9240,9240,4998,5565,7,火木土,月星,30.0,己方全体体力回复15%,[],无,[]
周擂台2,2010,西行寺幽幽子(2010),7140,20328,9240,10290,5565,4,月金土,火水,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,2011,魂魄妖梦(2011),7140,9240,9240,4998,5040,7,日土星,火木,100.0,己方全体受到来自通常弹的伤害下降65% (1回合),"[[12, 1, 2, 1, 65, 100]]",无,[]
周擂台2,1052,火焰猫燐(1052),7140,9240,9240,4998,5040,7,月木金,水星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,1053,灵乌路空(1053),7140,20328,9240,10290,5565,4,水金星,日木,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,1055,四季映姬·夜摩仙那度(1055),7140,9240,9240,4998,5565,7,月木土,水金,100.0,己方全体受到来自通常弹的伤害下降65% (1回合),"[[12, 1, 2, 1, 65, 100]]",无,[]
周擂台2,1070,尔子田里乃(1070),7140,20328,9240,10290,5565,4,日金星,火水,100.0,己方全体受到来自镭射弹的伤害下降65% (1回合),"[[12, 2, 2, 1, 65, 100]]",无,[]
周擂台2,1071,丁礼田舞(1071),7140,9240,9240,4998,5040,7,火水木,金星,50.0,己方全体阴防上升5等级 (1回合),"[[1, 4, 2, 1, 5, 50]]",己方全体阳防上升2等级 (1回合),"[[1, 2, 2, 1, 2]]"
周擂台2,1077,若鹭姬(1077),7140,9240,9240,4998,5040,7,月土星,日木,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,1078,今泉影狼(1078),7140,20328,9240,10290,5565,4,日火水,金土,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台2,1079,赤蛮奇(1079),7140,9240,9240,4998,5565,7,木金土,水星,100.0,己方全体受到来自体术弹的伤害下降65% (1回合),"[[12, 3, 2, 1, 65, 100]]",无,[]
周擂台2,1090,永江衣玖(1090),7140,20328,9240,10290,5565,4,日月星,木金,100.0,己方全体受到来自斩击弹的伤害下降65% (1回合),"[[12, 4, 2, 1, 65, 100]]",无,[]
周擂台2,1092,物部布都(1092),7140,9240,9240,4998,5040,7,火木土,月星,50.0,己方全体阴攻上升5等级 (1回合),"[[1, 3, 2, 1, 5, 50]]",无,[]
周擂台2,1093,苏我屠自古(1093),7140,9240,9240,4998,5040,7,水金星,日火,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,1094,鬼人正邪(1094),7140,20328,9240,10290,5565,4,月火木,水土,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,1095,少名针妙丸(1095),7140,9240,9240,4998,5565,7,水金土,月木,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台2,1096,幽谷响子(1096),7140,20328,9240,10290,5565,4,日月星,火土,100.0,己方全体受到来自流体弹的伤害下降65% (1回合),"[[12, 6, 2, 1, 65, 100]]",无,[]
周擂台2,1097,米斯蒂娅·萝蕾拉(1097),7140,9240,9240,4998,5040,7,水木土,日金,50.0,己方全体会心命中上升5等级 (1回合),"[[1, 6, 2, 1, 5, 50], [1, 9, 2, 1, 5, 50]]",无,[]
周擂台2,1098,莉格露·奈特巴格(1098),7140,9240,9240,4998,5040,7,火金星,月水,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,1099,水桥帕露西(1099),7140,20328,9240,10290,5565,4,日月水,火木,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台2,1100,黑谷山女(1100),7140,9240,9240,4998,5565,7,木金星,水土,100.0,己方全体受到来自能量弹的伤害下降65% (1回合),"[[12, 7, 2, 1, 65, 100]]",无,[]
周擂台2,1101,琪斯美(1101),7140,20328,9240,10290,5565,4,月火土,日金,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台2,1102,娜兹玲(1102),7140,9240,9240,4998,5040,7,日水木,月星,30.0,己方全体结界回复2枚,"[[4, 0, 2, 1, 2, 30]]",己方全体阳防上升2等级 (1回合),"[[1, 2, 2, 1, 2]]"
周擂台2,1103,云居一轮(1103),7140,9240,9240,4998,5040,7,火金土,木星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,1104,封兽鵺(1104),7140,20328,9240,10290,5565,4,日月星,火水,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,1105,堀川雷鼓(1105),7140,9240,9240,4998,5565,7,火木金,日土,100.0,己方全体受到来自光弹的伤害下降65% (1回合),"[[12, 9, 2, 1, 65, 100]]",无,[]
周擂台2,1106,矢田寺成美(1106),7140,20328,9240,10290,5565,4,月水土,金星,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台2,1107,爱塔妮缇拉尔瓦(1107),7140,9240,9240,4998,5040,7,日土星,月水,50.0,己方全体结界异常回复2枚,[],己方全体阴攻上升2等级 (1回合),"[[1, 3, 2, 1, 2]]"
周擂台2,1108,埴安神袿姬(1108),7140,9240,9240,4998,5040,7,火木金,日土,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,1109,杖刀偶磨弓(1109),7140,20328,9240,10290,5565,4,日水星,火金,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台2,1110,骊驹早鬼(1110),7140,9240,9240,4998,5565,7,月水木,日星,100.0,己方全体受到来自追踪弹的伤害下降65% (1回合),"[[12, 11, 2, 1, 65, 100]]",无,[]
周擂台2,1111,吉吊八千慧(1111),7140,20328,9240,10290,5565,4,金土星,火木,100.0,己方全体受到来自通常弹的伤害下降65% (1回合),"[[12, 1, 2, 1, 65, 100]]",无,[]
周擂台2,1112,庭渡久侘歌(1112),7140,9240,9240,4998,5040,7,日月火,水土,50.0,敌方全体阴防下降5等级 (1回合),"[[2, 4, 4, 1, 5, 50]]",无,[]
周擂台2,1113,牛崎润美(1113),7140,9240,9240,4998,5040,7,月水金,木星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,1114,戎璎花(1114),7140,20328,9240,10290,5565,4,火木土,月金,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,1118,山城高岭(1118),7140,20328,9240,10290,5565,4,月火木,日金,100.0,己方全体受到来自体术弹的伤害下降65% (1回合),"[[12, 3, 2, 1, 65, 100]]",无,[]
周擂台2,1120,玉造魅须丸(1120),7140,9240,9240,4998,5040,7,木土星,火金,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,1122,饭纲丸龙(1122),7140,20328,9240,10290,5565,4,日火水,木星,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台2,2003,蕾米莉亚·斯卡雷特(2003),7140,20328,9240,10290,5565,4,木土星,月水,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台2,2005,十六夜咲夜(2005),7140,9240,9240,4998,5040,7,月火星,木金,50.0,敌方全体会心命中下降5等级 (1回合),"[[2, 6, 4, 1, 5, 50], [2, 9, 4, 1, 5, 50]]",己方全体会心攻击上升2等级 (1回合),"[[1, 8, 2, 1, 2]]"
周擂台2,2006,帕秋莉·诺蕾姬(2006),7140,9240,9240,4998,5040,7,日水金,月星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,2007,红美铃(2007),7140,20328,9240,10290,5565,4,火木土,日水,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,2013,八云蓝(2013),7140,20328,9240,10290,5565,4,日火水,月星,100.0,己方全体受到来自能量弹的伤害下降65% (1回合),"[[12, 7, 2, 1, 65, 100]]",无,[]
周擂台2,2015,铃仙·优昙华院·因幡(2015),7140,9240,9240,4998,5040,7,月木土,火金,50.0,己方全体阳防上升5等级 (1回合),"[[1, 2, 2, 1, 5, 50]]",己方全体阴防上升2等级 (1回合),"[[1, 4, 2, 1, 2]]"
周擂台2,2016,绵月丰姬(2016),7140,9240,9240,4998,5040,7,日金星,水土,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,2017,绵月依姬(2017),7140,20328,9240,10290,5565,4,月水土,日火,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台2,2019,蓬莱山辉夜(2019),7140,9240,9240,4998,5565,7,火木金,土星,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台2,2024,圣白莲(2024),7140,20328,9240,10290,5565,4,日木星,月水,100.0,己方全体受到来自光弹的伤害下降65% (1回合),"[[12, 9, 2, 1, 65, 100]]",无,[]
周擂台2,2030,琪露诺(2030),7140,9240,9240,4998,5040,7,月火金,日木,50.0,己方全体阳攻上升5等级 (1回合),"[[1, 1, 2, 1, 5, 50]]",无,[]
周擂台2,2032,爱丽丝·玛格特罗伊德(2032),7140,9240,9240,4998,5040,7,水土星,火金,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,2038,八坂神奈子(2038),7140,20328,9240,10290,5565,4,日木金,月星,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,2039,洩矢诹访子(2039),7140,9240,9240,4998,5565,7,月火土,日木,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台2,2040,河城荷取(2040),7140,20328,9240,10290,5565,4,日水星,金土,100.0,己方全体受到来自追踪弹的伤害下降65% (1回合),"[[12, 11, 2, 1, 65, 100]]",无,[]
周擂台2,2044,射命丸文(2044),7140,9240,9240,4998,5040,7,火木土,水星,50.0,敌方全体会心回避下降5等级 (1回合),"[[2, 7, 4, 1, 5, 50]]",自身速度上升2等级 (1回合),"[[1, 5, 1, 1, 2]]"
周擂台2,2057,纯狐(2057),7140,9240,9240,4998,5040,7,月水金,火木,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,2081,稀神探女(2081),7140,20328,9240,10290,5565,4,日火星,月土,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台2,2091,丰聪耳神子(2091),7140,9240,9240,4998,5565,7,月木土,日水,100.0,己方全体受到来自通常弹的伤害下降65% (1回合),"[[12, 1, 2, 1, 65, 100]]",无,[]
周擂台2,3001,博丽灵梦(3001),7140,20328,9240,10290,5565,4,日水金,木星,100.0,己方全体受到来自镭射弹的伤害下降65% (1回合),"[[12, 2, 2, 1, 65, 100]]",无,[]
周擂台2,3002,雾雨魔理沙(3002),7140,9240,9240,4998,5040,7,火木星,月金,30.0,己方全体结界回复2枚,"[[4, 0, 2, 1, 2, 30]]",己方全体会心防御上升2等级 (1回合),[]
周擂台2,3004,芙兰朵露·斯卡雷特(3004),7140,9240,9240,4998,5040,7,月水土,火木,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,3005,十六夜咲夜(3005),7140,20328,9240,10290,5565,4,日金星,水土,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,3009,八云紫(3009),7140,9240,9240,4998,5565,7,火木土,日星,100.0,己方全体受到来自体术弹的伤害下降65% (1回合),"[[12, 3, 2, 1, 65, 100]]",无,[]
周擂台2,3011,魂魄妖梦(3011),7140,20328,9240,10290,5565,4,月金星,火水,100.0,己方全体受到来自斩击弹的伤害下降65% (1回合),"[[12, 4, 2, 1, 65, 100]]",无,[]
周擂台2,3015,铃仙·优昙华院·因幡(3015),7140,9240,9240,4998,5040,7,日水土,木金,50.0,己方全体结界异常回复2枚,[],己方全体阴防上升2等级 (1回合),"[[1, 4, 2, 1, 2]]"
周擂台2,3018,八意永琳(3018),7140,9240,9240,4998,5040,7,火木星,月土,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,3037,东风谷早苗(3037),7140,9240,9240,4998,5565,7,月水土,日金,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台2,3051,古明地恋(3051),7140,20328,9240,10290,5565,4,火木星,月金,100.0,己方全体受到来自流体弹的伤害下降65% (1回合),"[[12, 6, 2, 1, 65, 100]]",无,[]
周擂台2,4001,博丽灵梦(4001),7140,9240,9240,4998,5040,7,日水金,木星,50.0,敌方全体阳防下降5等级 (1回合),"[[2, 2, 4, 1, 5, 50]]",己方全体阳攻上升2等级 (1回合),"[[1, 1, 2, 1, 2]]"
周擂台2,4002,雾雨魔理沙(4002),7140,9240,9240,4998,5040,7,月木土,火水,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,4005,十六夜咲夜(4005),7140,20328,9240,10290,5565,4,日火水,土星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,4011,魂魄妖梦(4011),7140,20328,9240,10290,5565,4,火木土,水金,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台2,4015,铃仙·优昙华院·因幡(4015),7140,9240,9240,4998,5040,7,日水星,月木,50.0,敌方全体阳攻下降5等级 (1回合),"[[2, 1, 4, 1, 5, 50]]",无,[]
周擂台2,4037,东风谷早苗(4037),7140,9240,9240,4998,5565,7,月火金,日土,100.0,己方全体受到来自光弹的伤害下降65% (1回合),"[[12, 9, 2, 1, 65, 100]]",无,[]
周擂台2,1123,天弓千亦(1123),7140,9240,9240,4998,5565,7,月金,日土,100.0,己方全体受到来自追踪弹的伤害下降65% (1回合),"[[12, 11, 2, 1, 65, 100]]",无,[]
周擂台2,1117,豪德寺三花(1117),7140,9240,9240,4998,5565,7,日金,火土,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台2,2008,小恶魔(2008),7140,9240,9240,4998,5565,7,水星,月木,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台2,1124,姬虫百百世(1124),7140,9240,9240,4998,5040,7,月星,日火,50.0,己方全体会心攻击上升5等级 (1回合),"[[1, 8, 2, 1, 5, 50]]",己方全体会心攻击上升2等级 (1回合),"[[1, 8, 2, 1, 2]]"
周擂台2,2033,桑尼米尔克(2033),7140,9240,9240,4998,5040,7,日金,月水,50.0,敌方全体会心回避下降5等级 (1回合),"[[2, 7, 4, 1, 5, 50]]",自身回避上升2等级 (1回合),"[[1, 7, 1, 1, 2]]"
周擂台2,2050,古明地觉(2050),7140,9240,9240,4998,5040,7,月水土,日火,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,3006,帕秋莉·诺蕾姬(3006),7140,20328,9240,10290,5565,4,日金,土星,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,3050,古明地觉(3050),7140,20328,9240,10290,5565,4,金星,火土,100.0,己方全体受到来自斩击弹的伤害下降65% (1回合),"[[12, 4, 2, 1, 65, 100]]",无,[]
周擂台2,3010,西行寺幽幽子(3010),7140,20328,9240,10290,5565,4,月土,日火,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台2,1119,驹草山如(1119),7140,9240,9240,4998,5565,7,日水,月木,100.0,己方全体受到来自镭射弹的伤害下降65% (1回合),"[[12, 2, 2, 1, 65, 100]]",无,[]
周擂台2,1121,菅牧典(1121),7140,20328,9240,10290,5565,4,木星,金土,100.0,己方全体受到来自流体弹的伤害下降65% (1回合),"[[12, 6, 2, 1, 65, 100]]",无,[]
周擂台2,2042,因幡帝(2042),7140,20328,9240,10290,5565,4,火金,水星,100.0,己方全体受到来自能量弹的伤害下降65% (1回合),"[[12, 7, 2, 1, 65, 100]]",无,[]
周擂台2,2020,藤原妹红(2020),7140,9240,9240,4998,5565,7,月木,日火,100.0,己方全体受到来自镭射弹的伤害下降65% (1回合),"[[12, 2, 2, 1, 65, 100]]",无,[]
周擂台2,5052,火焰猫燐(5052),7140,9240,9240,4998,3885,7,金星,月水,50.0,己方全体会心防御上升5等级 (1回合),[],己方全体阴攻上升2等级 (1回合),"[[1, 3, 2, 1, 2]]"
周擂台2,5053,灵乌路空(5053),7140,9240,9240,4998,5040,7,日土,木星,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台2,2021,清兰(2021),7140,20328,9240,10290,5565,4,水金,木土,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台2,2022,铃瑚(2022),7140,9240,9240,4998,5565,7,土星,日火,100.0,己方全体受到来自流体弹的伤害下降65% (1回合),"[[12, 6, 2, 1, 65, 100]]",无,[]
周擂台2,2073,露米娅(2073),7140,9240,9240,4998,3885,7,日水,月金,50.0,敌方全体阳防下降5等级 (1回合),"[[2, 2, 4, 1, 5, 50]]",己方全体会心攻击上升2等级 (1回合),"[[1, 8, 2, 1, 2]]"
